,logFC,logCPM,LR,PValue,FDR,change,ENSEMBL
ENSG00000243742,3.8590913437277,-0.942140111373158,90.896045379993,1.51421995261592e-21,2.4305193259999e-20,UP,ENSG00000243742
ENSG00000240990,6.19683745102211,-2.3698006318151,90.876008095307,1.52963171431921e-21,2.45292585195494e-20,UP,ENSG00000240990
ENSG00000271788,3.08533298309123,-3.45425541380209,90.8515314152456,1.54867110597134e-21,2.48148391676807e-20,UP,ENSG00000271788
ENSG00000163993,6.45667920001292,5.29588174326996,90.771391589018,1.612682829667e-21,2.57957096154395e-20,UP,ENSG00000163993
ENSG00000167210,3.16405273247292,-2.90586103002065,90.7540774458587,1.62685646610998e-21,2.60125016976105e-20,UP,ENSG00000167210
ENSG00000196747,4.17732869925888,-2.38568247714467,90.729733662477,1.64699567953689e-21,2.62997557190674e-20,UP,ENSG00000196747
ENSG00000179284,3.58747154629733,-2.85639513131326,90.6938460577399,1.67714057192025e-21,2.67599258544742e-20,UP,ENSG00000179284
ENSG00000197085,7.00212944055409,-0.330215163785734,90.6716990775762,1.69601833760751e-21,2.70539971532708e-20,UP,ENSG00000197085
ENSG00000177173,3.66145317333871,-0.816862967513226,90.6673891670756,1.69971667341919e-21,2.71058429058212e-20,UP,ENSG00000177173
ENSG00000130821,3.6366759311395,4.3775443360237,90.5549568466107,1.79909750217172e-21,2.8652925147805e-20,UP,ENSG00000130821
ENSG00000244227,3.65302939928572,-2.2043524110329,90.4659951124082,1.88183461318482e-21,2.99154828074437e-20,UP,ENSG00000244227
ENSG00000227674,7.56053109894148,-1.37683237516808,90.4332374010355,1.91324986909198e-21,3.0406899128123e-20,UP,ENSG00000227674
ENSG00000132031,6.00594228119677,1.47458437960561,90.0326490233573,2.34262140205426e-21,3.68531816300282e-20,UP,ENSG00000132031
ENSG00000081051,7.57957772815245,8.64870011762881,89.9043488079478,2.49956985892174e-21,3.92202286968764e-20,UP,ENSG00000081051
ENSG00000198203,4.2895805950336,3.55844334914344,89.8690536049777,2.54456178922699e-21,3.98951408778544e-20,UP,ENSG00000198203
ENSG00000152583,3.38279726727089,6.62381707370548,89.7704812483149,2.67455166047422e-21,4.18464254626913e-20,UP,ENSG00000152583
ENSG00000171864,4.54805328223995,-0.772237169375277,89.4383560341967,3.16343488887038e-21,4.91901926884297e-20,UP,ENSG00000171864
ENSG00000173702,5.72086077191428,6.49869670189364,89.2156746986172,3.54032691705437e-21,5.4825216220887e-20,UP,ENSG00000173702
ENSG00000185666,3.36696403603876,-0.983516171910278,89.1380028325951,3.68209262399538e-21,5.69476907799111e-20,UP,ENSG00000185666
ENSG00000183248,3.24750415826886,0.591188509592416,88.9983049884888,3.95150960429761e-21,6.08810272401308e-20,UP,ENSG00000183248
ENSG00000215270,3.75651045764148,-2.92799824020825,88.9574419520376,4.03398182457749e-21,6.20410609216992e-20,UP,ENSG00000215270
ENSG00000250286,3.53752549458207,-3.9106909171577,88.8492006216105,4.2608572619962e-21,6.54304986198594e-20,UP,ENSG00000250286
ENSG00000173727,3.3703334312801,0.507263545134542,88.7543015383254,4.47024331639739e-21,6.84547032208216e-20,UP,ENSG00000173727
ENSG00000251629,9.06987895990363,0.0974933619809378,88.6399456122117,4.73627834505157e-21,7.23637293598079e-20,UP,ENSG00000251629
ENSG00000170835,3.93141105296358,-0.18425579108243,88.5193265428825,5.03406336147319e-21,7.67390182985863e-20,UP,ENSG00000170835
ENSG00000261886,3.20787435158194,-3.93505611827027,88.4504852584927,5.21233948548659e-21,7.93167272448082e-20,UP,ENSG00000261886
ENSG00000162004,3.02559965767381,-0.661922554391103,88.1637203819243,6.02549758430526e-21,9.12544561540952e-20,UP,ENSG00000162004
ENSG00000163364,4.07557160373176,-0.762446910265102,88.1306541952541,6.1270701663446e-21,9.2699905007967e-20,UP,ENSG00000163364
ENSG00000176920,3.69864773166582,0.901683234106284,88.0444350086821,6.40004579062047e-21,9.65883158141345e-20,UP,ENSG00000176920
ENSG00000077935,4.4566244051513,-0.289201666078594,87.9521297445655,6.70578746945611e-21,1.0090041603295e-19,UP,ENSG00000077935
ENSG00000169783,3.29655181448487,2.41490160083473,87.9224318950796,6.80722875093184e-21,1.02248734215636e-19,UP,ENSG00000169783
ENSG00000259823,5.62741238741647,-0.13360485121036,87.8931095059797,6.90889338428191e-21,1.03724284693086e-19,UP,ENSG00000259823
ENSG00000234380,3.4783598368531,0.741059884604879,87.6261845606893,7.90709051765826e-21,1.17978315548128e-19,UP,ENSG00000234380
ENSG00000227036,3.96742324374826,1.46951245640324,87.4664779254983,8.57203873726158e-21,1.27616411306788e-19,UP,ENSG00000227036
ENSG00000253898,11.4275649965255,3.01999317685274,87.4052448331816,8.84157224274279e-21,1.3156433501083e-19,UP,ENSG00000253898
ENSG00000106038,7.1990364957954,-1.43920086011496,87.3854978811653,8.93028865361687e-21,1.32819105011059e-19,UP,ENSG00000106038
ENSG00000116132,3.20357326059095,1.27170703046053,87.1174198239449,1.02265843208474e-20,1.51391491042442e-19,UP,ENSG00000116132
ENSG00000280079,3.76659252084945,-1.04286978780013,87.0307310561735,1.0684797957752e-20,1.57942829635509e-19,UP,ENSG00000280079
ENSG00000251574,5.53565028982317,-3.40183736152525,87.0074301291614,1.08114246530653e-20,1.59658558206692e-19,UP,ENSG00000251574
ENSG00000274444,3.60787396982852,-3.20861579892934,86.8663613129333,1.16107509687295e-20,1.70920200680582e-19,UP,ENSG00000274444
ENSG00000251003,4.76830357099554,1.02961945705038,86.8391521116095,1.17715935353482e-20,1.73203636527886e-19,UP,ENSG00000251003
ENSG00000186326,3.20946459640192,-3.54698774958511,86.8254429999504,1.1853475030398e-20,1.74323607497864e-19,UP,ENSG00000186326
ENSG00000105997,3.46200562363513,0.91618268196707,86.7413153274003,1.23685756633793e-20,1.81457774612294e-19,UP,ENSG00000105997
ENSG00000082196,4.65052960106831,4.03672757764045,86.7065158638854,1.25881389819871e-20,1.84589418361802e-19,UP,ENSG00000082196
ENSG00000115194,5.70201099726297,0.606793175350756,86.7020666274739,1.26164905916693e-20,1.84960320627458e-19,UP,ENSG00000115194
ENSG00000172458,3.82446149126136,0.684711968334312,86.5455774325268,1.36553700956961e-20,1.99513532934412e-19,UP,ENSG00000172458
ENSG00000249626,3.29377564592651,-1.97761524726429,86.4804900586222,1.411226790481e-20,2.06039792668633e-19,UP,ENSG00000249626
ENSG00000226674,4.05178572428414,0.607389345092054,86.4400697216731,1.44036735842458e-20,2.1019286073917e-19,UP,ENSG00000226674
ENSG00000251450,3.25333953529092,-4.15342476404882,86.4096691563092,1.46268019020214e-20,2.13346031697484e-19,UP,ENSG00000251450
ENSG00000121075,8.45542153755096,0.842603162630195,86.3924528610981,1.47546927856734e-20,2.15107702390892e-19,UP,ENSG00000121075
ENSG00000135638,4.53931560253173,0.283482800672847,86.3397518937578,1.51531750622559e-20,2.20598135539286e-19,UP,ENSG00000135638
ENSG00000213468,3.93195132779984,-2.21934601538319,86.3107780323742,1.53768195816936e-20,2.23800063247711e-19,UP,ENSG00000213468
ENSG00000274267,3.74057915488697,-2.06527935119583,86.1253049776485,1.68887829364718e-20,2.45039266553444e-19,UP,ENSG00000274267
ENSG00000233154,3.13344571137112,-2.65143967154554,86.043408942207,1.76028866304746e-20,2.54911038186294e-19,UP,ENSG00000233154
ENSG00000225546,8.06913535420651,-0.588484396989094,85.829092237473,1.9617867209441e-20,2.8246740103896e-19,UP,ENSG00000225546
ENSG00000158560,4.44561209494017,1.94787556290452,85.6533853415101,2.14408120507732e-20,3.07908793762385e-19,UP,ENSG00000158560
ENSG00000185615,6.66961978841616,1.17210672594253,85.501890805912,2.31480151134328e-20,3.31874173543807e-19,UP,ENSG00000185615
ENSG00000272792,3.12094884675092,-3.9887069483745,85.4774868038597,2.34354681859938e-20,3.35756655526858e-19,UP,ENSG00000272792
ENSG00000227857,3.15864969722073,-3.56028470016442,85.3961984498258,2.44189622727741e-20,3.49433212669874e-19,UP,ENSG00000227857
ENSG00000106483,3.59339004008284,1.81873143234229,85.3755289770676,2.46755546401912e-20,3.52938034777935e-19,UP,ENSG00000106483
ENSG00000249092,2.99936221034119,-1.92182558841574,85.2493952131798,2.63008904695005e-20,3.75411072783255e-19,UP,ENSG00000249092
ENSG00000230356,6.07774735160527,-1.36463332359494,85.1370158336429,2.78389855566836e-20,3.96404086241214e-19,UP,ENSG00000230356
ENSG00000125888,5.31405420757121,-2.53187910455866,85.0836247730911,2.86009408225794e-20,4.06392696376834e-19,UP,ENSG00000125888
ENSG00000213759,3.84957076294314,4.35295436739143,85.0725750396825,2.87612206552787e-20,4.08478214368747e-19,UP,ENSG00000213759
ENSG00000248363,5.76478504678747,-3.07694384898604,84.9528133235376,3.05571143938874e-20,4.3225882494328e-19,UP,ENSG00000248363
ENSG00000116035,3.98714346928028,-1.55271658383373,84.9112698648826,3.12059376803875e-20,4.41230658815166e-19,UP,ENSG00000116035
ENSG00000225007,3.23642084625413,-4.33102377115373,84.8519285173998,3.21566999383393e-20,4.53719259591851e-19,UP,ENSG00000225007
ENSG00000196091,4.52594851519258,-1.04197615792759,84.7398936128209,3.40314180361717e-20,4.78274259798316e-19,UP,ENSG00000196091
ENSG00000256673,3.07236150814451,-2.33258283585371,84.67318376495,3.51992248292053e-20,4.94112488157106e-19,UP,ENSG00000256673
ENSG00000182389,3.80677206066153,-0.484560320191118,84.5840968524443,3.6821506682431e-20,5.15808081567134e-19,UP,ENSG00000182389
ENSG00000226686,4.15094988018366,-1.85298340778107,84.4863395082945,3.86878670464003e-20,5.41200671115323e-19,UP,ENSG00000226686
ENSG00000166897,4.24679559061094,2.18688048076272,84.470364708763,3.90017248040903e-20,5.45338957454881e-19,UP,ENSG00000166897
ENSG00000182308,3.09471152868807,-1.44965311253141,84.3655789457937,4.11245590691326e-20,5.73695186571423e-19,UP,ENSG00000182308
ENSG00000047617,3.57674116611161,-0.448190653208405,84.3423577518233,4.16104209877821e-20,5.80071708852031e-19,UP,ENSG00000047617
ENSG00000276966,3.21249730750545,-2.61755817091734,84.142107256737,4.60458552597488e-20,6.37496381998555e-19,UP,ENSG00000276966
ENSG00000118785,5.01592084794485,8.89433588140655,83.9542754419015,5.06351466791279e-20,6.98476340325448e-19,UP,ENSG00000118785
ENSG00000146755,6.08061557482954,2.1308459432103,83.8559542376521,5.32170717863823e-20,7.32755346736784e-19,UP,ENSG00000146755
ENSG00000131094,4.5563303442297,2.46160650672647,83.805428494814,5.45946927444455e-20,7.51040203485563e-19,UP,ENSG00000131094
ENSG00000133665,4.02632006631909,0.407049036037137,83.7634565667156,5.57661728744217e-20,7.66458592326294e-19,UP,ENSG00000133665
ENSG00000128683,5.35707195374054,-0.527819079480374,83.677173879901,5.82539835894313e-20,7.9956137040107e-19,UP,ENSG00000128683
ENSG00000163888,3.0875888612696,0.649761495405864,83.6204796916212,5.99487959771663e-20,8.2226366690858e-19,UP,ENSG00000163888
ENSG00000233791,3.15937005683596,-2.52555197531959,83.6189596591647,5.99949083178251e-20,8.22709592910588e-19,UP,ENSG00000233791
ENSG00000175832,3.58745288982153,3.83673456624247,83.4339489961818,6.58808277029564e-20,9.00361388634529e-19,UP,ENSG00000175832
ENSG00000278919,3.17397979086067,-1.85316572716343,83.3990175793189,6.70553108462759e-20,9.15791745872553e-19,UP,ENSG00000278919
ENSG00000134323,4.36735136145431,0.832887311336048,83.3770155565587,6.78058016427306e-20,9.25832354348869e-19,UP,ENSG00000134323
ENSG00000272068,4.241792675821,0.801926972921321,83.3327998581451,6.93395065233041e-20,9.46560160365971e-19,UP,ENSG00000272068
ENSG00000168243,6.22892598883693,2.85676227564517,83.2048202834565,7.39771044150885e-20,1.0073676478748e-18,UP,ENSG00000168243
ENSG00000073670,3.03937009141018,-0.702969041735424,83.0858670967175,7.85653935600557e-20,1.06768445869707e-18,UP,ENSG00000073670
ENSG00000259772,3.1559124456691,0.145896775103676,83.0295765570443,8.08348143142754e-20,1.0975390007277e-18,UP,ENSG00000259772
ENSG00000117600,3.63393761727142,-1.18518661829394,82.9456566734991,8.43404675248655e-20,1.14410993488317e-18,UP,ENSG00000117600
ENSG00000112818,7.24119294300396,2.68673973589646,82.5034563302121,1.05485517707026e-19,1.41917437612602e-18,UP,ENSG00000112818
ENSG00000179455,4.72228199107938,-0.972710036397214,82.3453597325934,1.14269424933405e-19,1.53257848677867e-18,UP,ENSG00000179455
ENSG00000178233,3.17532317586293,-4.14498292623254,82.3028314684055,1.16754745420572e-19,1.56521742929955e-18,UP,ENSG00000178233
ENSG00000163009,3.05117009220309,-2.2098520346687,82.2801391741702,1.18102914670521e-19,1.58294019556625e-18,UP,ENSG00000163009
ENSG00000273002,3.13603573869048,-2.46338333952373,82.2332452170188,1.20938467623067e-19,1.61950985822096e-18,UP,ENSG00000273002
ENSG00000205054,4.78181288743099,-2.62603408816234,81.9286744900294,1.41087445730305e-19,1.88058559218482e-18,UP,ENSG00000205054
ENSG00000270547,3.53566316549293,-1.52106010339258,81.7681055891232,1.53028258508823e-19,2.03168860857807e-18,UP,ENSG00000270547
ENSG00000197153,3.539143757544,-4.24525595069964,81.7457245103184,1.54771038740515e-19,2.05392509682674e-18,UP,ENSG00000197153
ENSG00000281115,3.17108264051975,-4.25267980512733,81.5864118528558,1.67763631184706e-19,2.2200145532926e-18,UP,ENSG00000281115
ENSG00000248515,5.95785575091312,-2.65590586845746,81.5826469139133,1.68083527105941e-19,2.22376123962908e-18,UP,ENSG00000248515
ENSG00000169427,6.93722531978663,-0.228269817727889,81.5675649818547,1.69371124503996e-19,2.23981647988581e-18,UP,ENSG00000169427
ENSG00000182798,7.19447925717555,0.222080128869824,81.4757962961441,1.77421182999183e-19,2.33809423033868e-18,UP,ENSG00000182798
ENSG00000177182,3.45307025020377,-1.04919056556022,81.3386926072028,1.90166666479332e-19,2.50332999390682e-18,UP,ENSG00000177182
ENSG00000186417,4.50369143849241,1.74635167332309,81.2790237826218,1.95995892643465e-19,2.57614071147717e-18,UP,ENSG00000186417
ENSG00000163217,-4.31829897577946,-2.79134372232789,81.1419406668418,2.10073958019935e-19,2.75399947392931e-18,DOWN,ENSG00000163217
ENSG00000237596,5.1043476964864,0.396006961871378,81.0580570494658,2.19182910374292e-19,2.86968309149787e-18,UP,ENSG00000237596
ENSG00000171502,4.81775812036768,-0.247920939005864,80.793907073881,2.50529224342507e-19,3.2715914771221e-18,UP,ENSG00000171502
ENSG00000276903,3.47711077491136,-3.98614643892311,80.7706549715087,2.53494515222502e-19,3.30817178787026e-18,UP,ENSG00000276903
ENSG00000183117,7.19810698830513,0.862172017521371,80.6498764807361,2.69471374592364e-19,3.5068383189206e-18,UP,ENSG00000183117
ENSG00000131142,7.2327308028245,3.88917322848511,80.6248864263281,2.72900844967463e-19,3.54994114201976e-18,UP,ENSG00000131142
ENSG00000183091,3.64178695688677,3.92847792143819,80.411447320537,3.04028802265632e-19,3.93792166840333e-18,UP,ENSG00000183091
ENSG00000261594,3.61271927678048,-0.3520977893027,80.2289711701976,3.3344227986407e-19,4.29956440511999e-18,UP,ENSG00000261594
ENSG00000184357,3.49434951721824,-3.66536080473636,80.0678914825661,3.61763565195333e-19,4.65383975574975e-18,UP,ENSG00000184357
ENSG00000006118,3.29900008972678,3.53538819332528,80.0244399013383,3.69807158691268e-19,4.75125221217448e-18,UP,ENSG00000006118
ENSG00000274356,3.34609291628484,-3.89228207623937,79.8750523957213,3.98850898153934e-19,5.11462648453152e-18,UP,ENSG00000274356
ENSG00000077522,5.28591651552411,2.7971871442496,79.7829394258541,4.17885494469559e-19,5.34964186020628e-18,UP,ENSG00000077522
ENSG00000186051,3.19323413513133,-2.87795835874457,79.7166367192059,4.32146511666683e-19,5.52474177201561e-18,UP,ENSG00000186051
ENSG00000236751,3.25401903768193,-1.62795949502104,79.6413664094958,4.48927315535919e-19,5.72521936793942e-18,UP,ENSG00000236751
ENSG00000137558,4.84599162095641,0.646431033250038,79.5336350631615,4.74085388254811e-19,6.037153045212e-18,UP,ENSG00000137558
ENSG00000213060,3.0782737916993,-4.14779810275005,79.5322083676695,4.74427851036871e-19,6.04024244443659e-18,UP,ENSG00000213060
ENSG00000182759,6.9319488623741,0.782682235754651,79.2722567034891,5.41142943612118e-19,6.86219169249681e-18,UP,ENSG00000182759
ENSG00000120262,3.07098928537136,2.48432037795968,79.190398038504,5.64035443204562e-19,7.14051399927952e-18,UP,ENSG00000120262
ENSG00000163914,4.03100869603188,-3.21605984951261,79.0826620366478,5.95647818017651e-19,7.52653963155457e-18,UP,ENSG00000163914
ENSG00000178623,3.64836703315978,1.85971264540017,79.0550370622282,6.04035274056049e-19,7.62296800690638e-18,UP,ENSG00000178623
ENSG00000253584,5.90039515205297,-2.96620531845989,79.0448239515447,6.07165989064155e-19,7.65928182409022e-18,UP,ENSG00000253584
ENSG00000088340,3.54971541200966,1.10279549115766,78.9959879117804,6.22361972689975e-19,7.84443238259454e-18,UP,ENSG00000088340
ENSG00000148795,4.93996794577753,5.56712522417256,78.9336484198269,6.42313775416719e-19,8.08916836298282e-18,UP,ENSG00000148795
ENSG00000063015,7.61203231794674,2.28836077725317,78.9007813439275,6.53089210045573e-19,8.21461013458861e-18,UP,ENSG00000063015
ENSG00000112379,3.72608350335673,2.60997808533754,78.8089954656662,6.84148338643381e-19,8.59276675827675e-18,UP,ENSG00000112379
ENSG00000096088,11.3657197186946,6.31572426145863,78.7319075678377,7.11372591162956e-19,8.91249074031998e-18,UP,ENSG00000096088
ENSG00000254338,7.84987705480165,-1.12264535205763,78.4223832081765,8.3204028652265e-19,1.03684492894895e-17,UP,ENSG00000254338
ENSG00000251550,4.91267239300341,-3.03371504305671,78.2008216714995,9.30797950199661e-19,1.15444138633744e-17,UP,ENSG00000251550
ENSG00000176076,3.62341581798908,-0.716332534180508,78.1868114837844,9.37423122786992e-19,1.16242004614882e-17,UP,ENSG00000176076
ENSG00000269416,5.48004620123027,-0.937856407981945,78.1828750497396,9.39293067784509e-19,1.16450008370874e-17,UP,ENSG00000269416
ENSG00000105889,3.92718719969377,-2.07950046470613,78.0108264786105,1.02477338044711e-18,1.26658136976879e-17,UP,ENSG00000105889
ENSG00000154277,5.5075523982178,3.33473485827351,77.8982249890191,1.08488829155664e-18,1.33732877480493e-17,UP,ENSG00000154277
ENSG00000204956,3.0722684001721,-0.957117180436235,77.8358242747832,1.11970849889402e-18,1.37856559497459e-17,UP,ENSG00000204956
ENSG00000100253,4.81037561821204,-0.261319474439583,77.7950592610681,1.14305726831056e-18,1.40673953297191e-17,UP,ENSG00000100253
ENSG00000204335,3.16220926449826,2.77554502572975,77.7744191037816,1.15506431901272e-18,1.42093818443038e-17,UP,ENSG00000204335
ENSG00000141314,4.9907271542086,0.643396733273746,77.7575322380472,1.16498173592479e-18,1.43197348593007e-17,UP,ENSG00000141314
ENSG00000128645,6.04146264462592,-2.25209735879358,77.7128872786524,1.19161329183771e-18,1.46322177825171e-17,UP,ENSG00000128645
ENSG00000237380,4.58434548658579,-2.46899904877177,77.5136249134624,1.31810070146943e-18,1.61166919810962e-17,UP,ENSG00000237380
ENSG00000135097,4.11471274809767,2.28825956683036,77.4990646219643,1.32785337236814e-18,1.62260999571321e-17,UP,ENSG00000135097
ENSG00000203706,3.65777266914609,-1.17492963064973,77.4278113846342,1.37663070168067e-18,1.67876881144641e-17,UP,ENSG00000203706
ENSG00000138587,3.28761802230003,1.9292507518565,77.1697272957273,1.56879811510278e-18,1.9016725528324e-17,UP,ENSG00000138587
ENSG00000158887,3.54277149471258,3.30622784765439,77.0566722344754,1.66122035562371e-18,2.00847285370712e-17,UP,ENSG00000158887
ENSG00000100739,3.38594495440338,-0.753259624010756,77.0397348791582,1.67552809152297e-18,2.02496190209874e-17,UP,ENSG00000100739
ENSG00000134668,3.50600214013423,-0.864601702631749,77.0363905447269,1.67836773865044e-18,2.02798856922668e-17,UP,ENSG00000134668
ENSG00000174938,4.00408205062453,4.57852425399004,76.7365816305959,1.9535108327248e-18,2.34918416003693e-17,UP,ENSG00000174938
ENSG00000266835,3.60986395691535,-0.74740784057915,76.6858178598704,2.0043760782548e-18,2.40700218823658e-17,UP,ENSG00000266835
ENSG00000154678,3.28762300776194,-0.445555594884119,76.6706242856989,2.01985607720274e-18,2.42414790471904e-17,UP,ENSG00000154678
ENSG00000103888,3.42673049595223,2.11902813783074,76.6670437162692,2.02352152488629e-18,2.42806526477528e-17,UP,ENSG00000103888
ENSG00000129159,5.5870219016991,-2.00349004259139,76.5902818376776,2.10372343335576e-18,2.51980243637274e-17,UP,ENSG00000129159
ENSG00000258527,4.02043769887916,-1.99420212450956,76.5080206583935,2.19320410685775e-18,2.62490166235876e-17,UP,ENSG00000258527
ENSG00000278594,4.25905307323126,-3.60425802208675,76.4173846927802,2.29620928119864e-18,2.74546564540707e-17,UP,ENSG00000278594
ENSG00000130477,4.35286389005023,-0.381379087108344,76.3779836566698,2.34248343525207e-18,2.79968658430206e-17,UP,ENSG00000130477
ENSG00000177679,4.33396711232433,1.56100266038765,76.3324899582993,2.39707461798986e-18,2.86210520120353e-17,UP,ENSG00000177679
ENSG00000253931,7.98708133239987,-0.948063433381976,76.2392100090547,2.51302039603548e-18,2.99640405510337e-17,UP,ENSG00000253931
ENSG00000255624,3.56769980668112,-2.78924827519144,76.1941836282056,2.57097874871732e-18,3.0624923700751e-17,UP,ENSG00000255624
ENSG00000235098,3.19657566428692,2.33964116741171,76.0944878089848,2.70411059756084e-18,3.21158927597212e-17,UP,ENSG00000235098
ENSG00000165078,6.43707894061749,-0.795434860854437,76.0914146242533,2.70832224636708e-18,3.21595987511292e-17,UP,ENSG00000165078
ENSG00000182912,3.36357876860523,0.796897001362735,76.0271943417418,2.79784988779176e-18,3.3196615145694e-17,UP,ENSG00000182912
ENSG00000066230,4.60306936456781,1.15012730453468,75.8544101961837,3.0536963130131e-18,3.611182455162e-17,UP,ENSG00000066230
ENSG00000011332,3.14631841281244,-2.61789727006862,75.8093992189467,3.12410448260886e-18,3.68939539133239e-17,UP,ENSG00000011332
ENSG00000130720,6.39277451121607,-1.03829191303533,75.5771282739295,3.5140855889249e-18,4.13299648265389e-17,UP,ENSG00000130720
ENSG00000100373,6.42820199985771,2.62249306010449,75.5540978755046,3.55531313505314e-18,4.17985968732934e-17,UP,ENSG00000100373
ENSG00000228623,3.53915896530209,-0.316687643510134,75.3569272552025,3.92867591818389e-18,4.60359839091645e-17,UP,ENSG00000228623
ENSG00000088836,3.59407237116881,0.56288753361807,75.3542939052131,3.9339191366946e-18,4.60884952044128e-17,UP,ENSG00000088836
ENSG00000203985,4.5236929849187,0.992879444060175,75.2635072120943,4.11902809223522e-18,4.81266701261587e-17,UP,ENSG00000203985
ENSG00000163352,3.35346842377975,-4.4734163139904,75.1857530162733,4.28447592398623e-18,4.9982522601751e-17,UP,ENSG00000163352
ENSG00000270160,3.16392806898901,-4.5476535809742,75.1176071323572,4.43493623157277e-18,5.16580825679518e-17,UP,ENSG00000270160
ENSG00000167971,4.28400086073929,-2.05881792727454,75.0556099260429,4.57640772151939e-18,5.32546653057455e-17,UP,ENSG00000167971
ENSG00000227733,4.39690974537162,-0.458890201705276,75.0277729895469,4.64138889376592e-18,5.39693063064423e-17,UP,ENSG00000227733
ENSG00000198569,3.62430092321636,-2.96872259006057,74.9747070761289,4.7678311487807e-18,5.54076024068102e-17,UP,ENSG00000198569
ENSG00000159556,4.57759688473024,-1.59268390519407,74.9562897203921,4.81251566482825e-18,5.5894671185509e-17,UP,ENSG00000159556
ENSG00000188032,3.00011311816223,-3.41670033130268,74.9024450598026,4.94557175402974e-18,5.73409515541021e-17,UP,ENSG00000188032
ENSG00000177508,3.25185433526192,1.77774188017779,74.8895674976984,4.97793514632932e-18,5.77051247855821e-17,UP,ENSG00000177508
ENSG00000279379,5.8794527853065,-3.14217660157179,74.7925244034782,5.2287318954186e-18,6.0496468035593e-17,UP,ENSG00000279379
ENSG00000171931,4.71515684895686,-0.174317500331888,74.791508469244,5.2314232320977e-18,6.05160314521181e-17,UP,ENSG00000171931
ENSG00000243944,5.48456946738648,-1.76965113768639,74.7443120235436,5.35799203385311e-18,6.18972922352382e-17,UP,ENSG00000243944
ENSG00000203279,3.11747407438997,-1.58161993062008,74.6789692670826,5.53829654383279e-18,6.39069975855318e-17,UP,ENSG00000203279
ENSG00000100206,3.00467589277055,-1.54419155739903,74.5884749597461,5.79807013359021e-18,6.68026030934486e-17,UP,ENSG00000100206
ENSG00000223802,5.01033298211192,-0.762818667198302,74.5603157266578,5.881364476993e-18,6.76720514522261e-17,UP,ENSG00000223802
ENSG00000263761,-4.16802329559754,0.615409253735924,74.5193890443757,6.00456337980389e-18,6.89584259953631e-17,DOWN,ENSG00000263761
ENSG00000138100,5.08468146726371,0.271350875080104,74.4538965059838,6.20710471012156e-18,7.11898653215458e-17,UP,ENSG00000138100
ENSG00000149488,3.60262612154466,-3.63961034510997,74.3917859475756,6.40549740225297e-18,7.33539808533657e-17,UP,ENSG00000149488
ENSG00000144045,6.66699083850439,0.630184694519068,74.3358226152706,6.58968164093651e-18,7.52637203732945e-17,UP,ENSG00000144045
ENSG00000244485,5.32029293357881,-2.17609981718613,74.2676565668096,6.82119845723875e-18,7.78051390310121e-17,UP,ENSG00000244485
ENSG00000178882,5.24978256010269,0.963866421880606,74.221371590823,6.98302005831812e-18,7.95609186829058e-17,UP,ENSG00000178882
ENSG00000253395,4.48300636237548,-2.65279744070509,74.1443468420994,7.26087168549397e-18,8.26021452909835e-17,UP,ENSG00000253395
ENSG00000253180,3.17810782678274,-4.42122406658361,74.1310789595827,7.3098375134627e-18,8.31279284666915e-17,UP,ENSG00000253180
ENSG00000249001,5.73873804860861,-2.00547649183359,73.7805638052387,8.73019973797086e-18,9.85209555504443e-17,UP,ENSG00000249001
ENSG00000126856,3.85088863584121,-2.62608581298212,73.536062805666,9.88141943542638e-18,1.1072754701928e-16,UP,ENSG00000126856
ENSG00000248265,3.40240762621015,-2.99516498833814,73.5277537565104,9.92310376217193e-18,1.11174050817977e-16,UP,ENSG00000248265
ENSG00000251138,8.45240192005996,0.375179143703605,73.4393739946204,1.03775169779069e-17,1.15964390718572e-16,UP,ENSG00000251138
ENSG00000174672,4.07902391675722,-0.449399486412156,73.3758323125583,1.07170316401507e-17,1.19625726120951e-16,UP,ENSG00000174672
ENSG00000250081,3.39177043670548,-3.72975954829152,73.2765132388571,1.12701053000425e-17,1.25613806778878e-16,UP,ENSG00000250081
ENSG00000107984,6.40056694863428,3.60753368276476,73.1476722960585,1.20303366731113e-17,1.33693001044122e-16,UP,ENSG00000107984
ENSG00000254233,5.18636763623464,1.19567546249804,72.8992522279193,1.36439858629256e-17,1.51015080855744e-16,UP,ENSG00000254233
ENSG00000105880,6.01901656845382,-1.4530285731334,72.889669426464,1.37103945156878e-17,1.51722346041881e-16,UP,ENSG00000105880
ENSG00000102385,4.41734949801215,-2.89257251769064,72.7543845228302,1.46831661465755e-17,1.62042575054563e-16,UP,ENSG00000102385
ENSG00000139219,9.83988913025996,3.91187042210367,72.7473591658277,1.47355272144041e-17,1.62590764346019e-16,UP,ENSG00000139219
ENSG00000053524,3.63396347685334,-0.288102839335271,72.6874909669004,1.51893804753089e-17,1.67384814390688e-16,UP,ENSG00000053524
ENSG00000160678,3.3943588399669,2.75586859399588,72.5674493282969,1.61419655713065e-17,1.77429622656222e-16,UP,ENSG00000160678
ENSG00000235770,3.09985652717657,-0.248213292829216,72.5421939764967,1.63498653255625e-17,1.79649528394664e-16,UP,ENSG00000235770
ENSG00000114854,3.71710583446091,0.912975413827491,72.3081491370663,1.84085647862781e-17,2.01428593848117e-16,UP,ENSG00000114854
